Long,Lat,OBJECTID,Ward,WardCode,State,StateCode,Lga,LgaCode,Shape_Leng,Shape_Area,Location_I
5.2388,13.0397,7016,R/DOROWA \B\,2,SOKOTO,SO,SOKOTO SOUTH,17,0.0642008597,0.0002294334,SOKOTO SOUTHR/DOROWA \B\
5.4990,13.1389,7019,RABAH,1,SOKOTO,SO,RABAH,12,0.1810861966,0.0013879205,RABAHRABAH
5.0842,9.2669,7020,RABBA/NDAYAKO,11,NIGER,NG,MOKWA,17,0.6231761494,0.0225806572,MOKWARABBA/NDAYAKO
4.4101,12.2868,7025,RAFIN BAUNA,9,KEBBI,KB,ALIERO,1,0.0941480001,0.0004345396,ALIERORAFIN BAUNA
5.4015,10.2698,7026,RAFIN GORA,9,NIGER,NG,KONTAGORA,11,0.1008595504,0.0003298621,KONTAGORARAFIN GORA
4.5693,11.4270,7029,RAFIN KIRYA/TEFKI TARA,5,KEBBI,KB,SHANGA,17,0.2927283883,0.004344713,SHANGARAFIN KIRYA/TEFKI TARA
5.2337,11.4305,7031,RAFIN ZURU,5,KEBBI,KB,ZURU,21,0.0539209066,0.0001678329,ZURURAFIN ZURU
4.0990,12.1031,7035,RAHA,5,KEBBI,KB,BUNZA,7,0.1993820472,0.0010508784,BUNZARAHA
5.1313,13.4354,7039,RAKA,3,SOKOTO,SO,TANGAZA,19,0.2807328277,0.0043456838,TANGAZARAKA
5.5975,12.9525,7049,RARA,3,SOKOTO,SO,RABAH,12,0.3232840019,0.005173441,RABAHRARA
6.6781,12.3010,7054,RAWAYYA/ BELA,8,ZAMFARA,ZF,BUNGUDU,5,0.5476067465,0.0099626373,BUNGUDURAWAYYA/ BELA
5.4633,11.4264,7060,RIBAH/MACHIKA,7,KEBBI,KB,WASAGU/DANKO,19,0.4714900667,0.0096773225,WASAGU/DANKORIBAH/MACHIKA
5.2531,11.1257,7071,RIJAU,6,NIGER,NG,RIJAU,21,0.1834407534,0.001275391,RIJAURIJAU
5.5017,13.0853,7072,RIJI/MAIKUJERA,2,SOKOTO,SO,RABAH,12,0.1044033589,0.0003006141,RABAHRIJI/MAIKUJERA
6.7502,12.0615,7073,RIJIYA,6,ZAMFARA,ZF,GUSAU,7,0.3513648803,0.0057540926,GUSAURIJIYA
5.2940,12.9914,7077,RIKINA,10,SOKOTO,SO,DANGE/SHUNI,3,0.1485253572,0.0011903751,DANGE/SHUNIRIKINA
5.2549,11.4492,7079,RIKOTO,6,KEBBI,KB,ZURU,21,0.1649667291,0.0004615544,ZURURIKOTO
5.9311,13.4436,7082,RIMAWA,7,SOKOTO,SO,GORONYO,5,0.4879087883,0.0116242149,GORONYORIMAWA
6.0568,12.7005,7092,RINI,9,ZAMFARA,ZF,BAKURA,2,0.154057754,0.0012917202,BAKURARINI
4.5481,9.7696,7095,RIVERINE,10,NIGER,NG,BORGU,4,0.8177955241,0.032804274,BORGURIVERINE
4.6884,10.7170,7097,ROFIA,9,NIGER,NG,AGWARA,2,0.09548967,0.0001292014,AGWARAROFIA
5.5019,9.0555,7102,ROKOTA,9,NIGER,NG,EDATTI,7,0.3386904323,0.0028476519,EDATTIROKOTA
4.6252,12.1967,7104,ROMON SARKI,1,SOKOTO,SO,TAMBUWAL,18,0.1436708879,0.0001754871,TAMBUWALROMON SARKI
5.2966,12.9013,7110,RUDU/AMANAWA,6,SOKOTO,SO,DANGE/SHUNI,3,0.247536601,0.002319534,DANGE/SHUNIRUDU/AMANAWA
5.3474,12.9503,7112,RUGGAR GIDADO,11,SOKOTO,SO,DANGE/SHUNI,3,0.2826018822,0.0040170202,DANGE/SHUNIRUGGAR GIDADO
5.0687,12.7234,7113,RUGGAR IYA,5,SOKOTO,SO,YABO,23,0.1657937093,0.0015592859,YABORUGGAR IYA
6.8653,12.7419,7118,RUKUDAWA,9,ZAMFARA,ZF,ZURMI,14,0.6019537053,0.0196531356,ZURMIRUKUDAWA
5.0890,11.4614,7124,RUMU/DABEN/SEME,7,KEBBI,KB,ZURU,21,0.5006680582,0.005476435,ZURURUMU/DABEN/SEME
4.9569,13.7132,7146,RUWA-WURI,2,SOKOTO,SO,TANGAZA,19,0.5373985283,0.005152518,TANGAZARUWA-WURI
6.0007,12.5142,7148,RUWAN BORE,6,ZAMFARA,ZF,TALATA MAFARA,12,0.1981082256,0.0017264376,TALATA MAFARARUWAN BORE
6.9568,12.1930,7149,RUWAN BORE,7,ZAMFARA,ZF,GUSAU,7,0.2637669937,0.0045143442,GUSAURUWAN BORE
6.3931,12.1858,7150,RUWAN DORAWA,10,ZAMFARA,ZF,MARU,10,0.3984831008,0.0064060484,MARURUWAN DORAWA
5.9810,12.2220,7151,RUWAN GIZO,7,ZAMFARA,ZF,TALATA MAFARA,12,0.2757026789,0.0044685416,TALATA MAFARARUWAN GIZO
5.6592,12.2530,7153,RUWAN JEMA,7,ZAMFARA,ZF,BUKKUYUM,4,0.4017293555,0.0087591372,BUKKUYUMRUWAN JEMA
5.2358,13.0583,7167,S/A/K/ATIKU,11,SOKOTO,SO,SOKOTO SOUTH,17,0.0188631357,0.00002084818,SOKOTO SOUTHS/A/K/ATIKU
5.2209,13.0577,7168,S/ADAR GANDU,11,SOKOTO,SO,SOKOTO NORTH,16,0.043181168,0.0001084459,SOKOTO NORTHS/ADAR GANDU
5.2076,13.0687,7169,S/ADAR/G/IGWAI,6,SOKOTO,SO,SOKOTO NORTH,16,0.0470474082,0.0001124724,SOKOTO NORTHS/ADAR/G/IGWAI
6.6111,12.5998,7170,S/BAURA/S/MAFARA,10,ZAMFARA,ZF,KAURA NAMODA,8,0.2004294334,0.00229163,KAURA NAMODAS/BAURA/S/MAFARA
6.3605,13.6009,7171,S/BIRNI EAST,1,SOKOTO,SO,S/BIRNI,13,0.538464353,0.0121103806,S/BIRNIS/BIRNI EAST
6.3224,13.5573,7172,S/BIRNI WEST,2,SOKOTO,SO,S/BIRNI,13,0.0756754887,0.0002197443,S/BIRNIS/BIRNI WEST
5.2275,13.2832,7173,S/BIRNI/ G. KARMA,4,SOKOTO,SO,KWARE,10,0.440939146,0.0122184619,KWARES/BIRNI/ G. KARMA
5.7838,13.2582,7174,S/GARI DOLE/DAN/TASAKKO,9,SOKOTO,SO,GORONYO,5,1.1203458249,0.0419652972,GORONYOS/GARI DOLE/DAN/TASAKKO
5.2471,13.0648,7177,S/MUSULMI \A\,9,SOKOTO,SO,SOKOTO NORTH,16,0.0169108574,0.00001515146,SOKOTO NORTHS/MUSULMI \A\
5.2413,13.0639,7178,S/MUSULMI \B\,10,SOKOTO,SO,SOKOTO NORTH,16,0.0158405418,0.00001041978,SOKOTO NORTHS/MUSULMI \B\
5.2397,13.0542,7180,S/ZAMFARA \A\,5,SOKOTO,SO,SOKOTO SOUTH,17,0.0148146507,0.00001329376,SOKOTO SOUTHS/ZAMFARA \A\
5.2346,13.0479,7181,S/ZAMFARA \B\,6,SOKOTO,SO,SOKOTO SOUTH,17,0.036053199,0.000067733,SOKOTO SOUTHS/ZAMFARA \B\
4.4217,12.3846,7189,SABIYAL,10,KEBBI,KB,ALIERO,1,0.1489151598,0.0011032459,ALIEROSABIYAL
6.1264,11.7005,7197,SABON BIRINI,7,ZAMFARA,ZF,ANKA,1,0.5963071656,0.0216129436,ANKASABON BIRINI
4.1180,12.2113,7198,SABON BIRNI,6,KEBBI,KB,BUNZA,7,0.170698739,0.0003117704,BUNZASABON BIRNI
6.3091,10.1662,7207,SABON GARI,8,NIGER,NG,RAFI,20,0.6227626141,0.0217587183,RAFISABON GARI
6.6667,12.1649,7208,SABON GARI,8,ZAMFARA,ZF,GUSAU,7,0.0277212191,0.00003178875,GUSAUSABON GARI
6.5588,9.6201,7210,SABON GARI,9,NIGER,NG,CHANCHAGA,6,0.0583432795,0.0001443738,CHANCHAGASABON GARI
6.1008,9.6883,7211,SABON GARI,9,NIGER,NG,WUSHISHI,25,0.223604481,0.0027317141,WUSHISHISABON GARI
5.4073,9.8603,7243,SAHO-RAMI,10,NIGER,NG,MASHEGU,16,0.6563915384,0.0197687443,MASHEGUSAHO-RAMI
4.8165,12.6960,7244,SAIDA/GOSHE,11,SOKOTO,SO,TAMBUWAL,18,0.3139635927,0.0063468678,TAMBUWALSAIDA/GOSHE
5.5505,11.1319,7247,SAKABA,8,KEBBI,KB,SAKABA,16,1.0091520358,0.0299001802,SAKABASAKABA
6.5140,12.5259,7248,SAKAJIKI,9,ZAMFARA,ZF,KAURA NAMODA,8,0.2274664522,0.0031455691,KAURA NAMODASAKAJIKI
4.9154,13.5891,7250,SAKKWAI,10,SOKOTO,SO,TANGAZA,19,0.3554708592,0.0044978824,TANGAZASAKKWAI
5.6289,9.0828,7251,SAKPE,10,NIGER,NG,EDATTI,7,0.2545901886,0.0037668576,EDATTISAKPE
5.3882,13.4303,7255,SALAME,10,SOKOTO,SO,GWADABAWA,7,0.2757542848,0.0031912455,GWADABAWASALAME
5.1036,13.5568,7256,SALEWA,4,SOKOTO,SO,TANGAZA,19,0.265128113,0.0012927706,TANGAZASALEWA
3.9770,12.1805,7258,SALWAI,7,KEBBI,KB,BUNZA,7,0.1651005518,0.0010247616,BUNZASALWAI
5.0256,13.1596,7260,SAMAMA,2,SOKOTO,SO,BINJI,1,0.1025464543,0.0002899652,BINJISAMAMA
6.7592,12.2453,7263,SAMAWA,9,ZAMFARA,ZF,BUNGUDU,5,0.2594086824,0.0029572463,BUNGUDUSAMAWA
4.2583,12.2554,7265,SAMBAWA/MAYALO,10,KEBBI,KB,MAIYAMA,14,0.1996277646,0.0021834544,MAIYAMASAMBAWA/MAYALO
6.1062,9.4249,7268,SAMMAJIKO,10,NIGER,NG,GBAKO,8,0.3333079991,0.0055003226,GBAKOSAMMAJIKO
4.7443,11.7506,7275,SANGI,7,SOKOTO,SO,KEBBE,11,0.6320837231,0.0114223682,KEBBESANGI
6.7900,12.1595,7280,SANKALAWA,10,ZAMFARA,ZF,BUNGUDU,5,0.1432672612,0.0011403726,BUNGUDUSANKALAWA
4.8600,12.6999,7285,SANYINNA,8,SOKOTO,SO,TAMBUWAL,18,0.0232026041,0.00002637107,TAMBUWALSANYINNA
4.9131,12.6028,7286,SANYINNAWAL,8,SOKOTO,SO,SHAGARI,14,0.2141768066,0.0026474572,SHAGARISANYINNAWAL
4.3662,11.9958,7297,SARANDOSA/GUBBA,11,KEBBI,KB,MAIYAMA,14,0.374091127,0.0053592183,MAIYAMASARANDOSA/GUBBA
4.3645,12.9372,7304,SARKA/DANTSOHO,10,KEBBI,KB,AREWA,2,0.8060622145,0.0329456335,AREWASARKA/DANTSOHO
5.2315,13.0582,7305,SARKIN ADAR KWANNI,10,SOKOTO,SO,SOKOTO SOUTH,17,0.0407925988,0.000083873,SOKOTO SOUTHSARKIN ADAR KWANNI
7.1501,9.9930,7314,SARKIN PAWA,11,NIGER,NG,MUNYA,18,0.1838492399,0.0017855111,MUNYASARKIN PAWA
5.9847,12.3669,7323,SAUNA R/ GORA,8,ZAMFARA,ZF,TALATA MAFARA,12,0.5944889052,0.0205196639,TALATA MAFARASAUNA R/ GORA
4.2795,12.5997,7324,SAUWA/KAURAR SANI,10,KEBBI,KB,ARGUNGU,3,0.2464218125,0.0025474449,ARGUNGUSAUWA/KAURAR SANI
4.6661,11.1061,7325,SAWASHI,7,KEBBI,KB,SHANGA,17,0.2938918051,0.005371213,SHANGASAWASHI
5.2279,11.3003,7333,SENCHI,8,KEBBI,KB,ZURU,21,0.3082106645,0.0039485301,ZURUSENCHI
4.9896,12.6114,7355,SHAGARI,7,SOKOTO,SO,SHAGARI,14,0.184627932,0.0018259291,SHAGARISHAGARI
4.3561,10.3481,7357,SHAGUNU,8,NIGER,NG,BORGU,4,0.5785604401,0.0200957243,BORGUSHAGUNU
7.1215,9.4361,7360,SHAKO,9,NIGER,NG,GURARA,9,0.2914744942,0.0035728479,GURARASHAKO
5.2988,10.9878,7364,SHAMBO,7,NIGER,NG,RIJAU,21,0.3131275764,0.0058542425,RIJAUSHAMBO
6.4876,13.0960,7366,SHANAWA,10,ZAMFARA,ZF,SHINKAFI,11,0.0563797963,0.00006756913,SHINKAFISHANAWA
4.6428,11.2111,7367,SHANGA,8,KEBBI,KB,SHANGA,17,0.3124227057,0.0041075518,SHANGASHANGA
4.2303,11.6035,7373,SHARABI/KWANGUWAI,10,KEBBI,KB,BAGUDO,5,0.4795912601,0.0097318503,BAGUDOSHARABI/KWANGUWAI
6.5362,9.7344,7382,SHATA,10,NIGER,NG,BOSSO,5,0.2620335847,0.0040478607,BOSSOSHATA
6.7698,9.6259,7386,SHE,14,NIGER,NG,SHIRORO,22,0.6331004638,0.0190836444,SHIROROSHE
3.8540,11.8188,7408,SHIKO,11,KEBBI,KB,DANDI,8,0.264362538,0.0037400523,DANDISHIKO
5.6785,13.5388,7410,SHINAKA,8,SOKOTO,SO,GORONYO,5,0.373893305,0.0059734279,GORONYOSHINAKA
6.5058,13.0750,7414,SHINKAFI NORTH,8,ZAMFARA,ZF,SHINKAFI,11,0.0359748284,0.00005172513,SHINKAFISHINKAFI NORTH
6.5134,13.0632,7415,SHINKAFI SOUTH,9,ZAMFARA,ZF,SHINKAFI,11,0.0617218042,0.0001849512,SHINKAFISHINKAFI SOUTH
6.0522,12.5324,7419,SHIYAR GALADIMA,9,ZAMFARA,ZF,TALATA MAFARA,12,0.36481264,0.0067161864,TALATA MAFARASHIYAR GALADIMA
6.0958,12.5880,7420,SHIYAR KAYAYE/MATUSGI,10,ZAMFARA,ZF,TALATA MAFARA,12,0.3128172096,0.0050945324,TALATA MAFARASHIYAR KAYAYE/MATUSGI
5.0738,12.1313,7421,SHIYAR RAFI,10,ZAMFARA,ZF,GUMMI,6,0.1768504959,0.0004811933,GUMMISHIYAR RAFI
5.2746,12.9285,7425,SHUNI,5,SOKOTO,SO,DANGE/SHUNI,3,0.1709125208,0.0016937657,DANGE/SHUNISHUNI
6.1369,8.9952,7428,SIDI SABA,10,NIGER,NG,KATCHA,10,0.1656449042,0.0016250655,KATCHASIDI SABA
5.1209,12.8470,7429,SIFAWA/LUKUYAWA,4,SOKOTO,SO,BODINGA,2,0.2119076313,0.0020569943,BODINGASIFAWA/LUKUYAWA
4.8827,13.0461,7433,SILAME,10,SOKOTO,SO,SILAME,15,0.3309298206,0.0021826057,SILAMESILAME
4.7725,10.9706,7454,SOKAGE/GOLONGO/HUNDEJI,6,KEBBI,KB,SHANGA,17,0.4548744962,0.0122522947,SHANGASOKAGE/GOLONGO/HUNDEJI
4.8451,13.1394,7462,SORO GABAS,9,SOKOTO,SO,BINJI,1,0.1743714946,0.0016308107,BINJISORO GABAS
4.6696,13.1178,7463,SORO YAMMA,10,SOKOTO,SO,BINJI,1,0.5224123854,0.0073545599,BINJISORO YAMMA
4.1929,11.8809,7508,SURU,11,KEBBI,KB,SURU,18,0.3841616262,0.0095493384,SURUSURU
4.6464,10.6358,7510,SUTEKU,10,NIGER,NG,AGWARA,2,0.111510051,0.0005620925,AGWARASUTEKU
4.9930,13.3286,7511,SUTTI,6,SOKOTO,SO,TANGAZA,19,0.3315911984,0.0056533315,TANGAZASUTTI
5.1840,11.0181,7514,T/BUNU,8,NIGER,NG,RIJAU,21,0.4572479514,0.0118611759,RIJAUT/BUNU
4.9313,13.2769,7515,T/KOSE,5,SOKOTO,SO,BINJI,1,0.1529572449,0.001112504,BINJIT/KOSE
5.3096,11.1692,7516,T/MAGAJIYA,9,NIGER,NG,RIJAU,21,0.3026862392,0.0028761078,RIJAUT/MAGAJIYA
5.2547,13.0583,7517,T/WADA \A\,3,SOKOTO,SO,SOKOTO SOUTH,17,0.0348057975,0.00006842068,SOKOTO SOUTHT/WADA \A\
5.2513,13.0461,7518,T/WADA \B\,4,SOKOTO,SO,SOKOTO SOUTH,17,0.0432351194,0.0001133568,SOKOTO SOUTHT/WADA \B\
5.3670,11.5356,7525,TADURGA,9,KEBBI,KB,ZURU,21,0.3590944835,0.0020483577,ZURUTADURGA
6.4965,8.8520,7531,TAGAGI,11,NIGER,NG,AGAIE,1,0.7359026349,0.0273297373,AGAIETAGAGI
5.8150,13.5263,7538,TAKAKUME,11,SOKOTO,SO,GORONYO,5,0.1798039935,0.0014048379,GORONYOTAKAKUME
5.1939,12.9105,7541,TAKATUKU/MADORAWA,11,SOKOTO,SO,BODINGA,2,0.2106273196,0.0028173291,BODINGATAKATUKU/MADORAWA
6.1244,12.5252,7543,TAKE TSABA/MAKERA,11,ZAMFARA,ZF,TALATA MAFARA,12,0.2782051901,0.0037807816,TALATA MAFARATAKE TSABA/MAKERA
6.6672,9.2065,7545,TAKUTI/SHAKU,10,NIGER,NG,LAPAI,12,0.8117601065,0.0336718013,LAPAITAKUTI/SHAKU
4.5007,11.3233,7546,TAKWARE,8,KEBBI,KB,KOKO/BESSE,13,0.229754859,0.0016457797,KOKO/BESSETAKWARE
4.5815,11.3125,7547,TAKWARE,9,KEBBI,KB,SHANGA,17,0.2907669851,0.0023696433,SHANGATAKWARE
4.6696,12.3731,7561,TAMBUWAL/SHINFIRI,5,SOKOTO,SO,TAMBUWAL,18,0.23405101,0.0035165328,TAMBUWALTAMBUWAL/SHINFIRI
4.8850,13.4169,7569,TANGAZA,1,SOKOTO,SO,TANGAZA,19,1.0151755889,0.0260578568,TANGAZATANGAZA
6.3863,13.4761,7576,TARA,5,SOKOTO,SO,S/BIRNI,13,0.2021282549,0.002334197,S/BIRNITARA
6.1277,10.0580,7597,TEGINA GARI,9,NIGER,NG,RAFI,20,0.5043625836,0.0137098165,RAFITEGINA GARI
6.0754,10.1532,7598,TEGINA WEST,10,NIGER,NG,RAFI,20,0.4527384191,0.0104499603,RAFITEGINA WEST
6.1009,13.2659,7611,TIDIBALE,5,SOKOTO,SO,ISA,9,0.4962697385,0.0155338817,ISATIDIBALE
4.6172,12.7748,7613,TIGGI/AWADE,9,KEBBI,KB,AUGIE,4,0.2976429046,0.0040733413,AUGIETIGGI/AWADE
3.9299,12.3757,7619,TILLI/HILEMA,8,KEBBI,KB,BUNZA,7,0.3200123924,0.005560637,BUNZATILLI/HILEMA
6.8221,12.2425,7629,TOFA,11,ZAMFARA,ZF,BUNGUDU,5,0.3044246947,0.0052151463,BUNGUDUTOFA
4.7490,10.8899,7639,TONDI,4,KEBBI,KB,YAURI,20,0.1147508708,0.000384191,YAURITONDI
4.9250,12.7171,7643,TORANKAWA,4,SOKOTO,SO,YABO,23,0.3688898952,0.0051819369,YABOTORANKAWA
6.4403,13.2689,7654,TOZAI,8,SOKOTO,SO,ISA,9,0.1520418757,0.0010767339,ISATOZAI
5.4167,13.6912,7655,TOZAI,10,SOKOTO,SO,ILLELA,8,0.3361663243,0.0064316936,ILLELATOZAI
6.2622,13.2464,7660,TSABREN SARKIN DARAI,4,SOKOTO,SO,ISA,9,0.3979057203,0.0065232275,ISATSABREN SARKIN DARAI
5.3402,12.8853,7661,TSAFANADE,7,SOKOTO,SO,DANGE/SHUNI,3,0.1011579044,0.0006930607,DANGE/SHUNITSAFANADE
6.8753,11.9435,7662,TSAFE,8,ZAMFARA,ZF,TSAFE,13,0.416365989,0.0095697342,TSAFETSAFE
5.3341,13.0186,7667,TSAKI/ WALAKE\E,11,SOKOTO,SO,KWARE,10,0.1951668142,0.0019113297,KWARETSAKI/ WALAKE\E
6.1227,13.5516,7673,TSAMAYE,3,SOKOTO,SO,S/BIRNI,13,0.6783426487,0.0095107357,S/BIRNITSAMAYE
5.4389,12.5711,7675,TSAMIYA,3,SOKOTO,SO,TURETA,20,0.220467064,0.0025496774,TURETATSAMIYA
5.7115,12.9283,7676,TSAMIYA,8,SOKOTO,SO,RABAH,12,0.1664072948,0.0013112736,RABAHTSAMIYA
6.2335,12.6045,7693,TSIBIRI,10,ZAMFARA,ZF,MARADUN,9,0.3142585809,0.0025347726,MARADUNTSIBIRI
5.7589,13.5519,7696,TSITSE,5,SOKOTO,SO,GADA,4,0.3066912669,0.0058568221,GADATSITSE
5.4561,11.2575,7712,TUDUN KUKA,9,KEBBI,KB,SAKABA,16,0.0997837107,0.0001850936,SAKABATUDUN KUKA
6.7261,12.1484,7719,TUDUN WADA,9,ZAMFARA,ZF,GUSAU,7,0.3362217069,0.0038754631,GUSAUTUDUN WADA
6.5662,9.5949,7723,TUDUN WADA NORTH,10,NIGER,NG,CHANCHAGA,6,0.0475536335,0.00009467551,CHANCHAGATUDUN WADA NORTH
6.5540,9.5920,7725,TUDUN WADA SOUTH,11,NIGER,NG,CHANCHAGA,6,0.058633699,0.0001946083,CHANCHAGATUDUN WADA SOUTH
6.8452,9.2214,7729,TUFA,10,NIGER,NG,GURARA,9,0.4405001231,0.0072950497,GURARATUFA
5.7935,9.6080,7732,TUKUNJI/YAMIGI,10,NIGER,NG,WUSHISHI,25,0.8057430727,0.0258671536,WUSHISHITUKUNJI/YAMIGI
5.1450,12.9471,7737,TULLUWA/KULAFASA,7,SOKOTO,SO,BODINGA,2,0.2260573592,0.0031086313,BODINGATULLUWA/KULAFASA
4.3192,13.4623,7738,TULUN DOYA,10,SOKOTO,SO,GUDU,6,0.2474364891,0.0025484625,GUDUTULUN DOYA
4.0422,12.2095,7749,TUNGA,9,KEBBI,KB,BUNZA,7,0.1256630678,0.0005484992,BUNZATUNGA
5.4241,13.0705,7750,TUNGA/ MALLAMAWA,9,SOKOTO,SO,KWARE,10,0.2221731636,0.0020478024,KWARETUNGA/ MALLAMAWA
5.3740,10.3882,7752,TUNGAN KAWO,11,NIGER,NG,KONTAGORA,11,0.1651914173,0.0001811352,KONTAGORATUNGAN KAWO
5.3631,10.3190,7754,TUNGANWAWA,10,NIGER,NG,KONTAGORA,11,0.2694443406,0.0038316622,KONTAGORATUNGANWAWA
4.4133,12.7243,7755,TUNGAR ZAZZAGAWA/RUMBUKI/SARKAWA,11,KEBBI,KB,ARGUNGU,3,0.2942874845,0.0051870672,ARGUNGUTUNGAR ZAZZAGAWA/RUMBUKI/SARKAWA
5.2506,12.9710,7759,TUNTUBE/TSEHE,8,SOKOTO,SO,DANGE/SHUNI,3,0.1681488343,0.0016381008,DANGE/SHUNITUNTUBE/TSEHE
6.3450,13.2614,7766,TURBA,3,SOKOTO,SO,ISA,9,0.2599749953,0.0041084682,ISATURBA
5.5250,12.6011,7769,TURETA GARI,7,SOKOTO,SO,TURETA,20,0.1913893559,0.0018419575,TURETATURETA GARI
5.6646,13.1984,7771,TURSA,11,SOKOTO,SO,RABAH,12,0.2302706941,0.0015238351,RABAHTURSA
6.5640,9.4198,7775,TUTUNGO JEDNA,11,NIGER,NG,PAIKORO,19,0.5060057775,0.0158349691,PAIKOROTUTUNGO JEDNA
5.0776,12.1692,7785,UBANDAWAKI,11,ZAMFARA,ZF,GUMMI,6,0.1864995039,0.0013395544,GUMMIUBANDAWAKI
6.6347,9.8481,7787,UBANDOMA,15,NIGER,NG,SHIRORO,22,0.6776052935,0.0225136739,SHIROROUBANDOMA
4.4109,12.5335,7909,UJARIYO,15,KEBBI,KB,BIRNIN KEBBI,6,0.1923341509,0.0023357179,BIRNIN KEBBIUJARIYO
6.0084,9.0713,7969,UMARU MAJIGI  II,13,NIGER,NG,BIDA,3,0.0206043144,0.00002591505,BIDAUMARU MAJIGI  II
6.0099,9.0770,7970,UMARU/MAJIGI  I,12,NIGER,NG,BIDA,3,0.0151859732,0.00001208859,BIDAUMARU/MAJIGI  I
4.6753,12.0234,8125,UNGUSHI,9,SOKOTO,SO,KEBBE,11,0.2436121077,0.000219636,KEBBEUNGUSHI
6.0779,13.4972,8140,UNGUWAR LALLE,4,SOKOTO,SO,S/BIRNI,13,0.6200532464,0.0207975165,S/BIRNIUNGUWAR LALLE
5.6320,10.3161,8192,USALLE,12,NIGER,NG,KONTAGORA,11,0.1498347288,0.0003774701,KONTAGORAUSALLE
5.0950,11.1865,8198,USHE,10,NIGER,NG,RIJAU,21,0.6140405272,0.0176393842,RIJAUUSHE
4.6524,10.5861,8219,UTONO/HOGE,9,KEBBI,KB,NGASKI,15,0.0839284109,0.00002463631,NGASKIUTONO/HOGE
5.4928,12.8083,8268,WABABE/SALAU,2,SOKOTO,SO,DANGE/SHUNI,3,0.6299203546,0.0162948751,DANGE/SHUNIWABABE/SALAU
5.9946,9.0901,8271,WADATA,14,NIGER,NG,BIDA,3,0.0513983157,0.00009130335,BIDAWADATA
5.5030,11.5772,8282,WAJE,8,KEBBI,KB,WASAGU/DANKO,19,1.6889336055,0.128706352,WASAGU/DANKOWAJE
5.0989,13.0309,8301,WAMAKKO,7,SOKOTO,SO,WAMAKKO,21,0.1197728265,0.0006997516,WAMAKKOWAMAKKO
7.1779,9.1737,8304,WAMBAI,10,NIGER,NG,SULEJA,23,0.0134419626,0.00000730933,SULEJAWAMBAI
6.6550,12.0168,8315,WANKE,10,ZAMFARA,ZF,GUSAU,7,0.5878116589,0.0239319345,GUSAUWANKE
4.6183,10.2208,8318,WARA,10,KEBBI,KB,NGASKI,15,0.0657709171,0.000144989,NGASKIWARA
5.8300,12.1760,8319,WARAMU,8,ZAMFARA,ZF,ANKA,1,0.3433582249,0.0060735315,ANKAWARAMU
5.3468,10.9018,8320,WARARI,11,NIGER,NG,RIJAU,21,0.4975539378,0.0131175894,RIJAUWARARI
5.8101,11.4356,8408,WASAGU,9,KEBBI,KB,WASAGU/DANKO,19,0.4486840145,0.0083399985,WASAGU/DANKOWASAGU
4.3952,9.8839,8418,WAWA,9,NIGER,NG,BORGU,4,0.7773918816,0.017302718,BORGUWAWA
5.2505,13.0754,8423,WAZIRI \A\,1,SOKOTO,SO,SOKOTO NORTH,16,0.0294713572,0.000053671,SOKOTO NORTHWAZIRI \A\
5.2523,13.0690,8424,WAZIRI \B\,2,SOKOTO,SO,SOKOTO NORTH,16,0.0221692085,0.00003227582,SOKOTO NORTHWAZIRI \B\
5.2581,13.0704,8425,WAZIRI \C\,3,SOKOTO,SO,SOKOTO NORTH,16,0.0188596945,0.000019464,SOKOTO NORTHWAZIRI \C\
6.9714,12.2429,8443,WONAKA,11,ZAMFARA,ZF,GUSAU,7,0.5154045026,0.0157636972,GUSAUWONAKA
4.0245,12.3330,8461,WUROGAURI,9,KEBBI,KB,KALGO,12,0.0585334337,0.0001700628,KALGOWUROGAURI
7.2411,9.3097,8466,WUSE  EAST,8,NIGER,NG,TAFA,24,0.0472947502,0.00004302043,TAFAWUSE  EAST
7.2408,9.3016,8467,WUSE WEST,7,NIGER,NG,TAFA,24,0.0217309766,0.00001502754,TAFAWUSE WEST
6.0842,12.0272,8468,WUYA,9,ZAMFARA,ZF,ANKA,1,0.3085853359,0.0052907961,ANKAWUYA
5.0204,12.7002,8477,YABO \A\,6,SOKOTO,SO,YABO,23,0.1227926876,0.0008871064,YABOYABO \A\
5.0015,12.7121,8478,YABO \B\,7,SOKOTO,SO,YABO,23,0.0890663035,0.000384806,YABOYABO \B\
6.1036,9.9226,8489,YAKILA,11,NIGER,NG,RAFI,20,0.3629774604,0.003139187,RAFIYAKILA
5.2577,11.6144,8497,YALMO/SHINDI,10,KEBBI,KB,WASAGU/DANKO,19,0.5081491393,0.015765482,WASAGU/DANKOYALMO/SHINDI
5.4615,10.4045,8510,YAMMA,13,NIGER,NG,KONTAGORA,11,0.0512283597,0.00006422287,KONTAGORAYAMMA
6.6411,12.8336,8515,YAN BUKI/ DUTSI,10,ZAMFARA,ZF,ZURMI,14,0.3889015918,0.0098706974,ZURMIYAN BUKI/ DUTSI
7.1172,12.0032,8516,"YAN KUZO \""B\""",2,ZAMFARA,ZF,TSAFE,13,0.2864911454,0.0046155198,"TSAFEYAN KUZO \""B\"""
7.0413,12.0066,8517,YAN WAREN DAJI,10,ZAMFARA,ZF,TSAFE,13,0.479751324,0.0125998246,TSAFEYAN WAREN DAJI
